Date,Teams_elo,From,To,Team_Full_Name
15-10-2019,1718,15-10-2019,04-11-2019,Norway
15-10-2019,1596,15-10-2019,04-11-2019,Uzbekistan
15-10-2019,1546,15-10-2019,04-11-2019,Haiti
15-10-2019,1399,15-10-2019,04-11-2019,Lebanon
15-10-2019,2021,15-10-2019,04-11-2019,Spain
15-10-2019,1721,15-10-2019,04-11-2019,Rep. of Ireland
15-10-2019,743,15-10-2019,04-11-2019,Guam
15-10-2019,1698,15-10-2019,04-11-2019,Australia
15-10-2019,1764,15-10-2019,04-11-2019,Japan
15-10-2019,1481,15-10-2019,04-11-2019,United Arab Emirates
15-10-2019,1128,15-10-2019,04-11-2019,Barbados
15-10-2019,1731,15-10-2019,04-11-2019,Algeria
15-10-2019,1483,15-10-2019,04-11-2019,El Salvador
15-10-2019,1770,15-10-2019,04-11-2019,Korea Republic
15-10-2019,1573,15-10-2019,04-11-2019,Iraq
15-10-2019,801,15-10-2019,04-11-2019,Saint Martin
15-10-2019,1441,15-10-2019,04-11-2019,Gabon
15-10-2019,1287,15-10-2019,04-11-2019,Kyrgyzstan
15-10-2019,1517,15-10-2019,04-11-2019,Panama
15-10-2019,1468,15-10-2019,04-11-2019,Libya
15-10-2019,1946,15-10-2019,04-11-2019,Italy
15-10-2019,1226,15-10-2019,04-11-2019,Turkmenistan
15-10-2019,930,15-10-2019,04-11-2019,Nepal
15-10-2019,905,15-10-2019,04-11-2019,Aruba
15-10-2019,1697,15-10-2019,04-11-2019,United States
15-10-2019,1220,15-10-2019,04-11-2019,Latvia
15-10-2019,832,15-10-2019,04-11-2019,Bangladesh
15-10-2019,1699,15-10-2019,04-11-2019,Bosnia and Herzegovina
15-10-2019,1555,15-10-2019,04-11-2019,Georgia
15-10-2019,1474,15-10-2019,04-11-2019,Armenia
15-10-2019,1171,15-10-2019,04-11-2019,Malta
15-10-2019,827,15-10-2019,04-11-2019,Montserrat
15-10-2019,1344,15-10-2019,04-11-2019,Luxembourg
15-10-2019,1406,15-10-2019,04-11-2019,Guinea
15-10-2019,1398,15-10-2019,04-11-2019,Vietnam
15-10-2019,1514,15-10-2019,04-11-2019,Bahrain
15-10-2019,557,15-10-2019,04-11-2019,Anguilla
15-10-2019,1595,15-10-2019,04-11-2019,Bolivia
15-10-2019,1665,15-10-2019,04-11-2019,Morocco
15-10-2019,1404,15-10-2019,04-11-2019,North Korea
15-10-2019,1422,15-10-2019,04-11-2019,Palestine
15-10-2019,1873,15-10-2019,04-11-2019,Peru
15-10-2019,1142,15-10-2019,04-11-2019,Philippines
15-10-2019,1721,15-10-2019,04-11-2019,Qatar
15-10-2019,1739,15-10-2019,04-11-2019,Romania
15-10-2019,1135,15-10-2019,04-11-2019,Singapore
15-10-2019,672,15-10-2019,04-11-2019,Sri Lanka
15-10-2019,1046,15-10-2019,04-11-2019,Saint Lucia
15-10-2019,1828,15-10-2019,04-11-2019,Sweden
15-10-2019,1894,15-10-2019,04-11-2019,Switzerland
15-10-2019,1457,15-10-2019,04-11-2019,Syria
15-10-2019,948,15-10-2019,04-11-2019,Taiwan
15-10-2019,1262,15-10-2019,04-11-2019,Tajikistan
15-10-2019,1376,15-10-2019,04-11-2019,Thailand
15-10-2019,731,15-10-2019,04-11-2019,US Virgin Islands
15-10-2019,728,15-10-2019,04-11-2019,Mongolia
15-10-2019,1301,15-10-2019,04-11-2019,Bermuda
15-10-2019,1891,15-10-2019,04-11-2019,Mexico
15-10-2019,1229,15-10-2019,04-11-2019,Faroe Islands
15-10-2019,847,15-10-2019,04-11-2019,Cambodia
15-10-2019,1623,15-10-2019,04-11-2019,Canada
15-10-2019,920,15-10-2019,04-11-2019,Cayman Islands
15-10-2019,1807,15-10-2019,04-11-2019,Chile
15-10-2019,1895,15-10-2019,04-11-2019,Denmark
15-10-2019,1213,15-10-2019,04-11-2019,Dominican Republic
15-10-2019,1345,15-10-2019,04-11-2019,Mauritania
15-10-2019,1664,15-10-2019,04-11-2019,Finland
15-10-2019,1484,15-10-2019,04-11-2019,Saudi Arabia
15-10-2019,1569,15-10-2019,04-11-2019,Greece
15-10-2019,1197,15-10-2019,04-11-2019,India
15-10-2019,1135,15-10-2019,04-11-2019,Indonesia
15-10-2019,1568,15-10-2019,04-11-2019,Israel
15-10-2019,1592,15-10-2019,04-11-2019,Jamaica
15-10-2019,1487,15-10-2019,04-11-2019,Jordan
15-10-2019,1417,15-10-2019,04-11-2019,Kuwait
15-10-2019,1149,15-10-2019,04-11-2019,Liechtenstein
15-10-2019,1087,15-10-2019,04-11-2019,Gibraltar
05-11-2019,953,05-11-2019,06-11-2019,Maldives
05-11-2019,1147,05-11-2019,06-11-2019,Malaysia
07-11-2019,1329,07-11-2019,08-11-2019,Liberia
07-11-2019,1262,07-11-2019,08-11-2019,Cuba
07-11-2019,921,07-11-2019,08-11-2019,Nepal
07-11-2019,1017,07-11-2019,08-11-2019,Myanmar
07-11-2019,1615,07-11-2019,08-11-2019,Egypt
07-11-2019,1239,07-11-2019,08-11-2019,Nicaragua
09-11-2019,1468,09-11-2019,09-11-2019,Zambia
09-11-2019,1252,09-11-2019,09-11-2019,Tajikistan
09-11-2019,1157,09-11-2019,09-11-2019,Malaysia
09-11-2019,1337,09-11-2019,09-11-2019,Namibia
09-11-2019,1599,09-11-2019,09-11-2019,Uzbekistan
09-11-2019,1284,09-11-2019,09-11-2019,Kyrgyzstan
10-11-2019,1227,10-11-2019,12-11-2019,Nicaragua
10-11-2019,1356,10-11-2019,12-11-2019,Trin & Tobago
10-11-2019,557,10-11-2019,12-11-2019,Anguilla
10-11-2019,1274,10-11-2019,12-11-2019,Cuba
13-11-2019,1486,13-11-2019,13-11-2019,Uganda
13-11-2019,1418,13-11-2019,13-11-2019,Cape Verde
13-11-2019,1287,13-11-2019,13-11-2019,Burundi
13-11-2019,1127,13-11-2019,13-11-2019,Eswatini
13-11-2019,1060,13-11-2019,13-11-2019,South Sudan
13-11-2019,1227,13-11-2019,13-11-2019,Chad
13-11-2019,1454,13-11-2019,13-11-2019,Benin
13-11-2019,1373,13-11-2019,13-11-2019,Congo
13-11-2019,1331,13-11-2019,13-11-2019,Gambia
13-11-2019,1281,13-11-2019,13-11-2019,Sudan
13-11-2019,1527,13-11-2019,13-11-2019,Burkina Faso
13-11-2019,1344,13-11-2019,13-11-2019,Sierra Leone
13-11-2019,1309,13-11-2019,13-11-2019,Lesotho
13-11-2019,1571,13-11-2019,13-11-2019,Cameroon
13-11-2019,1370,13-11-2019,13-11-2019,Central African Republic
13-11-2019,1314,13-11-2019,13-11-2019,Guinea-Bissau
13-11-2019,1357,13-11-2019,13-11-2019,Malawi
13-11-2019,1347,13-11-2019,13-11-2019,Namibia
13-11-2019,1703,13-11-2019,13-11-2019,Nigeria
13-11-2019,1353,13-11-2019,13-11-2019,Angola
13-11-2019,1095,13-11-2019,13-11-2019,São Tomé and Príncipe
13-11-2019,1763,13-11-2019,13-11-2019,Senegal
14-11-2019,1138,14-11-2019,14-11-2019,Afghanistan
14-11-2019,1631,14-11-2019,14-11-2019,Ghana
14-11-2019,1180,14-11-2019,14-11-2019,Hong Kong
14-11-2019,1603,14-11-2019,14-11-2019,Iraq
14-11-2019,1725,14-11-2019,14-11-2019,Rep. of Ireland
14-11-2019,1473,14-11-2019,14-11-2019,Jordan
14-11-2019,1421,14-11-2019,14-11-2019,Kuwait
14-11-2019,1278,14-11-2019,14-11-2019,Kyrgyzstan
14-11-2019,1412,14-11-2019,14-11-2019,Lebanon
14-11-2019,1184,14-11-2019,14-11-2019,Malaysia
14-11-2019,938,14-11-2019,14-11-2019,Maldives
14-11-2019,1523,14-11-2019,14-11-2019,Mali
14-11-2019,1445,14-11-2019,14-11-2019,Martinique
14-11-2019,1331,14-11-2019,14-11-2019,Mozambique
14-11-2019,1044,14-11-2019,14-11-2019,Myanmar
14-11-2019,1513,14-11-2019,14-11-2019,Oman
14-11-2019,1983,14-11-2019,14-11-2019,Portugal
14-11-2019,1722,14-11-2019,14-11-2019,Qatar
14-11-2019,1794,14-11-2019,14-11-2019,Serbia
14-11-2019,1219,14-11-2019,14-11-2019,Saint Kitts and Nevis
14-11-2019,1478,14-11-2019,14-11-2019,Syria
14-11-2019,1307,14-11-2019,14-11-2019,Togo
14-11-2019,1777,14-11-2019,14-11-2019,Turkey
14-11-2019,1263,14-11-2019,14-11-2019,Turkmenistan
14-11-2019,809,14-11-2019,14-11-2019,Turks and Caicos Islands
14-11-2019,1852,14-11-2019,14-11-2019,Ukraine
14-11-2019,1568,14-11-2019,14-11-2019,Uzbekistan
14-11-2019,1417,14-11-2019,14-11-2019,Vietnam
14-11-2019,2043,14-11-2019,14-11-2019,France
14-11-2019,1231,14-11-2019,14-11-2019,Yemen
14-11-2019,1943,14-11-2019,14-11-2019,England
14-11-2019,1730,14-11-2019,14-11-2019,Ecuadors
14-11-2019,1739,14-11-2019,14-11-2019,Iran
14-11-2019,1502,14-11-2019,14-11-2019,Bahrain
14-11-2019,1528,14-11-2019,14-11-2019,South Africa
14-11-2019,1245,14-11-2019,14-11-2019,Moldova
14-11-2019,1513,14-11-2019,14-11-2019,Montenegro
14-11-2019,1387,14-11-2019,14-11-2019,Kenya
14-11-2019,1354,14-11-2019,14-11-2019,Trin & Tobago
14-11-2019,1450,14-11-2019,14-11-2019,Gabon
14-11-2019,1577,14-11-2019,14-11-2019,Kosovo
14-11-2019,1669,14-11-2019,14-11-2019,Costa Rica
14-11-2019,734,14-11-2019,14-11-2019,Mongolia
14-11-2019,1742,14-11-2019,14-11-2019,Paraguay
14-11-2019,1244,14-11-2019,14-11-2019,French Guiana
14-11-2019,611,14-11-2019,14-11-2019,British Virgin Islands
14-11-2019,1459,14-11-2019,14-11-2019,Zambia
14-11-2019,1108,14-11-2019,14-11-2019,Andorra
14-11-2019,1193,14-11-2019,14-11-2019,India
14-11-2019,944,14-11-2019,14-11-2019,Taiwan
14-11-2019,1537,14-11-2019,14-11-2019,Albania
14-11-2019,1740,14-11-2019,14-11-2019,Algeria
14-11-2019,897,14-11-2019,14-11-2019,Bahamas
14-11-2019,1151,14-11-2019,14-11-2019,Belize
14-11-2019,1549,14-11-2019,14-11-2019,Bulgaria
14-11-2019,841,14-11-2019,14-11-2019,Cambodia
14-11-2019,1414,14-11-2019,14-11-2019,Curaçao
14-11-2019,1762,14-11-2019,14-11-2019,Czech Republic
14-11-2019,1510,14-11-2019,14-11-2019,Democratic Republic of Congo
14-11-2019,1600,14-11-2019,14-11-2019,Egypt
14-11-2019,1498,14-11-2019,14-11-2019,New Zealand
14-11-2019,1712,14-11-2019,14-11-2019,Australia
14-11-2019,1391,14-11-2019,14-11-2019,Palestine
14-11-2019,1418,14-11-2019,14-11-2019,Guinea
14-11-2019,1622,14-11-2019,14-11-2019,Honduras
14-11-2019,1266,14-11-2019,14-11-2019,Rwanda
14-11-2019,1225,14-11-2019,14-11-2019,Tajikistan
14-11-2019,831,14-11-2019,14-11-2019,Bangladesh
14-11-2019,1307,14-11-2019,14-11-2019,Lithuania
14-11-2019,1134,14-11-2019,14-11-2019,Singapore
14-11-2019,1342,14-11-2019,14-11-2019,Luxembourg
14-11-2019,1200,14-11-2019,14-11-2019,Grenada
14-11-2019,1460,14-11-2019,14-11-2019,China PR
14-11-2019,1174,14-11-2019,14-11-2019,Comoros
14-11-2019,1667,14-11-2019,14-11-2019,Iceland
14-11-2019,1367,14-11-2019,14-11-2019,North Korea
14-11-2019,768,14-11-2019,14-11-2019,Sint Maarten
14-11-2019,1436,14-11-2019,14-11-2019,Estonia
14-11-2019,1515,14-11-2019,14-11-2019,Saudi Arabia
14-11-2019,1462,14-11-2019,14-11-2019,United Arab Emirates
14-11-2019,1157,14-11-2019,14-11-2019,Philippines
14-11-2019,1349,14-11-2019,14-11-2019,Thailand
14-11-2019,1757,14-11-2019,14-11-2019,Korea Republic
14-11-2019,1770,14-11-2019,14-11-2019,Japan
15-11-2019,1302,15-11-2019,15-11-2019,Botswana
15-11-2019,1604,15-11-2019,15-11-2019,Canada
15-11-2019,1453,15-11-2019,15-11-2019,Libya
15-11-2019,1310,15-11-2019,15-11-2019,Equatorial Guinea
15-11-2019,1552,15-11-2019,15-11-2019,Georgia
15-11-2019,997,15-11-2019,15-11-2019,Dominica
15-11-2019,1210,15-11-2019,15-11-2019,Nicaragua
15-11-2019,1171,15-11-2019,15-11-2019,Malta
15-11-2019,1589,15-11-2019,15-11-2019,Greece
15-11-2019,1967,15-11-2019,15-11-2019,Italy
15-11-2019,1903,15-11-2019,15-11-2019,Mexico
15-11-2019,1227,15-11-2019,15-11-2019,Faroe Islands
15-11-2019,1362,15-11-2019,15-11-2019,Mauritania
15-11-2019,1967,15-11-2019,15-11-2019,Uruguay
15-11-2019,899,15-11-2019,15-11-2019,Aruba
15-11-2019,1147,15-11-2019,15-11-2019,Liechtenstein
15-11-2019,1087,15-11-2019,15-11-2019,Gibraltar
15-11-2019,1866,15-11-2019,15-11-2019,Peru
15-11-2019,1859,15-11-2019,15-11-2019,Sweden
15-11-2019,2077,15-11-2019,15-11-2019,Brazil
15-11-2019,1716,15-11-2019,15-11-2019,United States
15-11-2019,1384,15-11-2019,15-11-2019,Zimbabwe
15-11-2019,1600,15-11-2019,15-11-2019,Jamaica
15-11-2019,1337,15-11-2019,15-11-2019,Tanzania
15-11-2019,1897,15-11-2019,15-11-2019,Switzerland
15-11-2019,1293,15-11-2019,15-11-2019,Suriname
15-11-2019,1205,15-11-2019,15-11-2019,Saint Vincent and the Grenadines
15-11-2019,2021,15-11-2019,15-11-2019,Spain
15-11-2019,1708,15-11-2019,15-11-2019,Romania
15-11-2019,1505,15-11-2019,15-11-2019,Panama
15-11-2019,1648,15-11-2019,15-11-2019,Morocco
15-11-2019,1613,15-11-2019,15-11-2019,Tunisia
15-11-2019,1201,15-11-2019,15-11-2019,Guyana
15-11-2019,1631,15-11-2019,15-11-2019,Hungary
15-11-2019,1154,15-11-2019,15-11-2019,Antigua and Barbuda
15-11-2019,1967,15-11-2019,15-11-2019,Argentina
15-11-2019,1454,15-11-2019,15-11-2019,Armenia
15-11-2019,1720,15-11-2019,15-11-2019,Norway
15-11-2019,1981,15-11-2019,15-11-2019,Colombia
15-11-2019,1895,15-11-2019,15-11-2019,Denmark
15-11-2019,1666,15-11-2019,15-11-2019,Finland
15-11-2019,1678,15-11-2019,15-11-2019,Bosnia and Herzegovina
16-11-2019,1093,16-11-2019,16-11-2019,Barbados
16-11-2019,1189,16-11-2019,16-11-2019,Dominican Republic
16-11-2019,1217,16-11-2019,16-11-2019,Latvia
16-11-2019,1367,16-11-2019,16-11-2019,Kazakhstan
16-11-2019,2083,16-11-2019,16-11-2019,Belgium
16-11-2019,2015,16-11-2019,16-11-2019,Netherlands
16-11-2019,1251,16-11-2019,16-11-2019,Ethiopia
16-11-2019,1784,16-11-2019,16-11-2019,Poland
16-11-2019,972,16-11-2019,16-11-2019,Puerto Rico
16-11-2019,1503,16-11-2019,16-11-2019,Belarus
16-11-2019,1635,16-11-2019,16-11-2019,Scotland
16-11-2019,1730,16-11-2019,16-11-2019,Slovakia
16-11-2019,725,16-11-2019,16-11-2019,US Virgin Islands
16-11-2019,1771,16-11-2019,16-11-2019,Wales
16-11-2019,1530,16-11-2019,16-11-2019,North Macedonia
16-11-2019,1292,16-11-2019,16-11-2019,Niger
16-11-2019,826,16-11-2019,16-11-2019,Montserrat
16-11-2019,1793,16-11-2019,16-11-2019,Russia
16-11-2019,1778,16-11-2019,16-11-2019,Austria
16-11-2019,836,16-11-2019,16-11-2019,Saint Martin
16-11-2019,1070,16-11-2019,16-11-2019,Saint Lucia
16-11-2019,822,16-11-2019,16-11-2019,San Marino
16-11-2019,1686,16-11-2019,16-11-2019,Northern Ireland
16-11-2019,1395,16-11-2019,16-11-2019,Madagascar
16-11-2019,1651,16-11-2019,16-11-2019,Ivory coast
16-11-2019,1554,16-11-2019,16-11-2019,Israel
16-11-2019,1592,16-11-2019,16-11-2019,Slovenia
16-11-2019,1957,16-11-2019,16-11-2019,Germany
16-11-2019,1484,16-11-2019,16-11-2019,El Salvador
16-11-2019,1400,16-11-2019,16-11-2019,Cyprus
16-11-2019,1920,16-11-2019,16-11-2019,Croatia
16-11-2019,926,16-11-2019,16-11-2019,Cayman Islands
16-11-2019,1380,16-11-2019,16-11-2019,Azerbaijan
16-11-2019,1497,16-11-2019,16-11-2019,Guatemala
17-11-2019,1538,17-11-2019,17-11-2019,Mali
17-11-2019,1057,17-11-2019,17-11-2019,South Sudan
17-11-2019,1736,17-11-2019,17-11-2019,Czech Republic
17-11-2019,1335,17-11-2019,17-11-2019,Sierra Leone
17-11-2019,1854,17-11-2019,17-11-2019,Ukraine
17-11-2019,1779,17-11-2019,17-11-2019,Turkey
17-11-2019,2048,17-11-2019,17-11-2019,France
17-11-2019,1276,17-11-2019,17-11-2019,Sudan
17-11-2019,1294,17-11-2019,17-11-2019,Guinea-Bissau
17-11-2019,960,17-11-2019,17-11-2019,Bonaire
17-11-2019,1557,17-11-2019,17-11-2019,Haiti
17-11-2019,1956,17-11-2019,17-11-2019,England
17-11-2019,1199,17-11-2019,17-11-2019,Saint Kitts and Nevis
17-11-2019,1343,17-11-2019,17-11-2019,Angola
17-11-2019,1139,17-11-2019,17-11-2019,Belize
17-11-2019,803,17-11-2019,17-11-2019,Turks and Caicos Islands
17-11-2019,1331,17-11-2019,17-11-2019,Namibia
17-11-2019,1346,17-11-2019,17-11-2019,Trin & Tobago
17-11-2019,1344,17-11-2019,17-11-2019,Malawi
17-11-2019,1712,17-11-2019,17-11-2019,Nigeria
17-11-2019,1485,17-11-2019,17-11-2019,New Zealand
17-11-2019,1986,17-11-2019,17-11-2019,Portugal
17-11-2019,1766,17-11-2019,17-11-2019,Senegal
17-11-2019,1672,17-11-2019,17-11-2019,Iceland
17-11-2019,1499,17-11-2019,17-11-2019,Uganda
17-11-2019,1320,17-11-2019,17-11-2019,Lithuania
17-11-2019,1564,17-11-2019,17-11-2019,Kosovo
17-11-2019,1630,17-11-2019,17-11-2019,Honduras
17-11-2019,1434,17-11-2019,17-11-2019,Guinea
17-11-2019,1208,17-11-2019,17-11-2019,Guadeloupe
17-11-2019,1212,17-11-2019,17-11-2019,Grenada
17-11-2019,1460,17-11-2019,17-11-2019,Gabon
17-11-2019,1264,17-11-2019,17-11-2019,French Guiana
17-11-2019,1124,17-11-2019,17-11-2019,Eswatini
17-11-2019,1658,17-11-2019,17-11-2019,Costa Rica
17-11-2019,1393,17-11-2019,17-11-2019,Congo
17-11-2019,1212,17-11-2019,17-11-2019,Chad
17-11-2019,1530,17-11-2019,17-11-2019,Burkina Faso
17-11-2019,1575,17-11-2019,17-11-2019,Bulgaria
17-11-2019,1463,17-11-2019,17-11-2019,Benin
17-11-2019,901,17-11-2019,17-11-2019,Bahamas
17-11-2019,1106,17-11-2019,17-11-2019,Andorra
17-11-2019,1532,17-11-2019,17-11-2019,Albania
17-11-2019,1300,17-11-2019,17-11-2019,Lesotho
17-11-2019,1533,17-11-2019,17-11-2019,South Africa
17-11-2019,1580,17-11-2019,17-11-2019,Cameroon
17-11-2019,1240,17-11-2019,17-11-2019,Moldova
17-11-2019,1257,17-11-2019,17-11-2019,Rwanda
17-11-2019,1792,17-11-2019,17-11-2019,Serbia
17-11-2019,1339,17-11-2019,17-11-2019,Luxembourg
18-11-2019,1314,18-11-2019,18-11-2019,Suriname
18-11-2019,1683,18-11-2019,18-11-2019,Bosnia and Herzegovina
18-11-2019,1317,18-11-2019,18-11-2019,Togo
18-11-2019,1219,18-11-2019,18-11-2019,Guyana
18-11-2019,1451,18-11-2019,18-11-2019,Armenia
18-11-2019,1891,18-11-2019,18-11-2019,Denmark
18-11-2019,1647,18-11-2019,18-11-2019,Finland
18-11-2019,1506,18-11-2019,18-11-2019,Democratic Republic of Congo
18-11-2019,1179,18-11-2019,18-11-2019,Saint Vincent and the Grenadines
18-11-2019,1585,18-11-2019,18-11-2019,Egypt
18-11-2019,1341,18-11-2019,18-11-2019,Mozambique
18-11-2019,1745,18-11-2019,18-11-2019,Algeria
18-11-2019,1967,18-11-2019,18-11-2019,Uruguay
18-11-2019,892,18-11-2019,18-11-2019,Aruba
18-11-2019,1898,18-11-2019,18-11-2019,Switzerland
18-11-2019,1634,18-11-2019,18-11-2019,Ghana
18-11-2019,1970,18-11-2019,18-11-2019,Italy
18-11-2019,2028,18-11-2019,18-11-2019,Spain
18-11-2019,1161,18-11-2019,18-11-2019,Antigua and Barbuda
18-11-2019,1967,18-11-2019,18-11-2019,Argentina
18-11-2019,1297,18-11-2019,18-11-2019,Botswana
18-11-2019,1408,18-11-2019,18-11-2019,Cape Verde
18-11-2019,1189,18-11-2019,18-11-2019,Comoros
18-11-2019,1023,18-11-2019,18-11-2019,Dominica
18-11-2019,1335,18-11-2019,18-11-2019,Gambia
18-11-2019,1086,18-11-2019,18-11-2019,Gibraltar
18-11-2019,1608,18-11-2019,18-11-2019,Greece
18-11-2019,1729,18-11-2019,18-11-2019,Rep. of Ireland
18-11-2019,1701,18-11-2019,18-11-2019,Romania
18-11-2019,1582,18-11-2019,18-11-2019,Jamaica
18-11-2019,1377,18-11-2019,18-11-2019,Kenya
18-11-2019,1142,18-11-2019,18-11-2019,Liechtenstein
18-11-2019,1168,18-11-2019,18-11-2019,Malta
18-11-2019,1189,18-11-2019,18-11-2019,Nicaragua
18-11-2019,1092,18-11-2019,18-11-2019,São Tomé and Príncipe
18-11-2019,1860,18-11-2019,18-11-2019,Sweden
18-11-2019,1226,18-11-2019,18-11-2019,Faroe Islands
18-11-2019,1723,18-11-2019,18-11-2019,Norway
19-11-2019,1617,19-11-2019,20-11-2019,Ivory coast
19-11-2019,1117,19-11-2019,20-11-2019,Indonesia
19-11-2019,1323,19-11-2019,20-11-2019,Tanzania
19-11-2019,1375,19-11-2019,20-11-2019,North Korea
19-11-2019,1741,19-11-2019,20-11-2019,Austria
19-11-2019,1233,19-11-2019,20-11-2019,Tajikistan
19-11-2019,919,19-11-2019,20-11-2019,Nepal
19-11-2019,942,19-11-2019,20-11-2019,Taiwan
19-11-2019,1829,19-11-2019,20-11-2019,Venezuela
19-11-2019,837,19-11-2019,20-11-2019,Cambodia
19-11-2019,734,19-11-2019,20-11-2019,Guam
19-11-2019,1678,19-11-2019,20-11-2019,Northern Ireland
19-11-2019,1622,19-11-2019,20-11-2019,Tunisia
19-11-2019,1183,19-11-2019,20-11-2019,Dominican Republic
19-11-2019,1551,19-11-2019,20-11-2019,Georgia
19-11-2019,1726,19-11-2019,20-11-2019,Ecuadors
19-11-2019,1661,19-11-2019,20-11-2019,Morocco
19-11-2019,1752,19-11-2019,20-11-2019,Korea Republic
19-11-2019,1399,19-11-2019,20-11-2019,Cyprus
19-11-2019,914,19-11-2019,20-11-2019,Cayman Islands
19-11-2019,1619,19-11-2019,20-11-2019,Hungary
19-11-2019,1508,19-11-2019,20-11-2019,Bahrain
19-11-2019,1430,19-11-2019,20-11-2019,Zambia
19-11-2019,1348,19-11-2019,20-11-2019,Central African Republic
19-11-2019,1493,19-11-2019,20-11-2019,Belarus
19-11-2019,1358,19-11-2019,20-11-2019,Thailand
19-11-2019,1381,19-11-2019,20-11-2019,Palestine
19-11-2019,855,19-11-2019,20-11-2019,Saint Martin
19-11-2019,1269,19-11-2019,20-11-2019,Cuba
19-11-2019,671,19-11-2019,20-11-2019,Sri Lanka
19-11-2019,1152,19-11-2019,20-11-2019,Philippines
19-11-2019,861,19-11-2019,20-11-2019,Montserrat
19-11-2019,1376,19-11-2019,20-11-2019,Azerbaijan
19-11-2019,1206,19-11-2019,20-11-2019,Yemen
19-11-2019,1300,19-11-2019,20-11-2019,Bermuda
19-11-2019,1361,19-11-2019,20-11-2019,Kazakhstan
19-11-2019,1794,19-11-2019,20-11-2019,Russia
19-11-2019,1137,19-11-2019,20-11-2019,Afghanistan
19-11-2019,554,19-11-2019,20-11-2019,Anguilla
19-11-2019,1586,19-11-2019,20-11-2019,Slovenia
19-11-2019,1190,19-11-2019,20-11-2019,India
19-11-2019,1538,19-11-2019,20-11-2019,Israel
19-11-2019,1432,19-11-2019,20-11-2019,Madagascar
19-11-2019,1434,19-11-2019,20-11-2019,Estonia
19-11-2019,731,19-11-2019,20-11-2019,Mongolia
19-11-2019,1738,19-11-2019,20-11-2019,Paraguay
19-11-2019,1783,19-11-2019,20-11-2019,Wales
19-11-2019,1413,19-11-2019,20-11-2019,Zimbabwe
19-11-2019,1578,19-11-2019,20-11-2019,Uzbekistan
19-11-2019,1790,19-11-2019,20-11-2019,Poland
19-11-2019,1516,19-11-2019,20-11-2019,Oman
19-11-2019,1597,19-11-2019,20-11-2019,Iraq
19-11-2019,1408,19-11-2019,20-11-2019,Vietnam
19-11-2019,1285,19-11-2019,20-11-2019,Ethiopia
19-11-2019,1965,19-11-2019,20-11-2019,Germany
19-11-2019,1546,19-11-2019,20-11-2019,North Macedonia
19-11-2019,1255,19-11-2019,20-11-2019,Niger
19-11-2019,2017,19-11-2019,20-11-2019,Netherlands
19-11-2019,1047,19-11-2019,20-11-2019,Myanmar
19-11-2019,1523,19-11-2019,20-11-2019,Montenegro
19-11-2019,1904,19-11-2019,20-11-2019,Mexico
19-11-2019,1384,19-11-2019,20-11-2019,Mauritania
19-11-2019,947,19-11-2019,20-11-2019,Maldives
19-11-2019,1202,19-11-2019,20-11-2019,Malaysia
19-11-2019,1467,19-11-2019,20-11-2019,Libya
19-11-2019,1404,19-11-2019,20-11-2019,Lebanon
19-11-2019,1254,19-11-2019,20-11-2019,Latvia
19-11-2019,1270,19-11-2019,20-11-2019,Kyrgyzstan
19-11-2019,1423,19-11-2019,20-11-2019,Kuwait
19-11-2019,1475,19-11-2019,20-11-2019,Jordan
19-11-2019,975,19-11-2019,20-11-2019,Puerto Rico
19-11-2019,1723,19-11-2019,20-11-2019,Qatar
19-11-2019,821,19-11-2019,20-11-2019,San Marino
19-11-2019,1519,19-11-2019,20-11-2019,Saudi Arabia
19-11-2019,706,19-11-2019,20-11-2019,US Virgin Islands
19-11-2019,1105,19-11-2019,20-11-2019,Barbados
19-11-2019,1721,19-11-2019,20-11-2019,United States
19-11-2019,2084,19-11-2019,20-11-2019,Belgium
19-11-2019,2082,19-11-2019,20-11-2019,Brazil
19-11-2019,1274,19-11-2019,20-11-2019,Burundi
19-11-2019,1985,19-11-2019,20-11-2019,Colombia
19-11-2019,1749,19-11-2019,20-11-2019,Japan
19-11-2019,1490,19-11-2019,20-11-2019,El Salvador
19-11-2019,1921,19-11-2019,20-11-2019,Croatia
19-11-2019,1264,19-11-2019,20-11-2019,Turkmenistan
19-11-2019,1483,19-11-2019,20-11-2019,Syria
19-11-2019,1035,19-11-2019,20-11-2019,Saint Lucia
19-11-2019,1734,19-11-2019,20-11-2019,Slovakia
19-11-2019,1159,19-11-2019,20-11-2019,Singapore
19-11-2019,1641,19-11-2019,20-11-2019,Scotland
19-11-2019,1301,19-11-2019,20-11-2019,Equatorial Guinea
19-11-2019,1184,19-11-2019,20-11-2019,Hong Kong
21-11-2019,1157,21-11-2019,25-11-2019,Antigua and Barbuda
21-11-2019,1501,21-11-2019,25-11-2019,Guatemala
26-11-2019,1193,26-11-2019,26-11-2019,Yemen
26-11-2019,1628,26-11-2019,26-11-2019,Iraq
26-11-2019,1475,26-11-2019,26-11-2019,United Arab Emirates
26-11-2019,1692,26-11-2019,26-11-2019,Qatar
27-11-2019,1461,27-11-2019,28-11-2019,Kuwait
27-11-2019,1516,27-11-2019,28-11-2019,Oman
27-11-2019,1481,27-11-2019,28-11-2019,Saudi Arabia
27-11-2019,1508,27-11-2019,28-11-2019,Bahrain
29-11-2019,1190,29-11-2019,29-11-2019,Yemen
